"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Superfície (ha)","Densitat (hab/ha)","Densitat neta (hab/ha)"
2010,1,"Ciutat Vella",1,"el Raval",47251,"109.8","430","949"
2010,1,"Ciutat Vella",2,"el Barri Gòtic",18530,"84.2","220","543"
2010,1,"Ciutat Vella",3,"la Barceloneta",16099,"131.4","123","1235"
2010,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",22627,"111.4","203","701"
2010,2,"Eixample",5,"el Fort Pienc",32630,"92.9","351","975"
2010,2,"Eixample",6,"la Sagrada Família",52167,"105.1","496","1007"
2010,2,"Eixample",7,"la Dreta de l'Eixample",43095,"212.3","203","378"
2010,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",41747,"123.4","338","624"
2010,2,"Eixample",9,"la Nova Esquerra de l'Eixample",58013,"133.8","434","885"
2010,2,"Eixample",10,"Sant Antoni",38133,"80.1","476","920"
2010,3,"Sants-Montjuïc",11,"el Poble Sec",40340,"460.5","88","1123"
2010,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",1139,"1428.4","1","30"
2010,3,"Sants-Montjuïc",13,"la Marina de Port",30101,"125.5","240","747"
2010,3,"Sants-Montjuïc",14,"la Font de la Guatlla",10281,"30.2","340","901"
2010,3,"Sants-Montjuïc",15,"Hostafrancs",15939,"41.0","389","716"
2010,3,"Sants-Montjuïc",16,"la Bordeta",18646,"57.7","323","902"
2010,3,"Sants-Montjuïc",17,"Sants - Badal",24343,"41.1","593","969"
2010,3,"Sants-Montjuïc",18,"Sants",42125,"109.8","384","759"
2010,4,"Les Corts",19,"les Corts",47435,"141.3","336","730"
2010,4,"Les Corts",20,"la Maternitat i Sant Ramon",23783,"190.3","125","718"
2010,4,"Les Corts",21,"Pedralbes",11665,"270.2","43","144"
2010,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",4274,"1152.4","4","47"
2010,5,"Sarrià-Sant Gervasi",23,"Sarrià",23757,"304.2","78","253"
2010,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",15741,"78.8","200","370"
2010,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",24306,"223.5","109","295"
2010,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",46305,"165.9","279","487"
2010,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",30154,"84.6","356","569"
2010,6,"Gràcia",28,"Vallcarca i els Penitents",15459,"120.9","128","339"
2010,6,"Gràcia",29,"el Coll",7240,"35.8","202","653"
2010,6,"Gràcia",30,"la Salut",13321,"64.3","207","700"
2010,6,"Gràcia",31,"la Vila de Gràcia",52311,"132.6","394","626"
2010,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",34659,"65.0","534","900"
2010,7,"Horta-Guinardó",33,"el Baix Guinardó",26022,"56.0","465","1097"
2010,7,"Horta-Guinardó",34,"Can Baró",9119,"38.4","238","608"
2010,7,"Horta-Guinardó",35,"el Guinardó",35655,"130.8","273","683"
2010,7,"Horta-Guinardó",36,"la Font d'en Fargues",9588,"65.7","146","259"
2010,7,"Horta-Guinardó",37,"el Carmel",32349,"94.2","344","851"
2010,7,"Horta-Guinardó",38,"la Teixonera",11821,"33.7","351","637"
2010,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",7159,"171.6","42","396"
2010,7,"Horta-Guinardó",40,"Montbau",5256,"204.7","26","450"
2010,7,"Horta-Guinardó",41,"la Vall d'Hebron",5611,"73.6","76","689"
2010,7,"Horta-Guinardó",42,"la Clota",453,"17.8","25","74"
2010,7,"Horta-Guinardó",43,"Horta",27762,"308.2","90","440"
2010,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",25620,"56.7","452","879"
2010,8,"Nou Barris",45,"Porta",23771,"84.1","283","683"
2010,8,"Nou Barris",46,"el Turó de la Peira",16683,"35.4","471","1242"
2010,8,"Nou Barris",47,"Can Peguera",2215,"12.0","185","266"
2010,8,"Nou Barris",48,"la Guineueta",15296,"61.1","250","680"
2010,8,"Nou Barris",49,"Canyelles",7310,"79.3","92","804"
2010,8,"Nou Barris",50,"les Roquetes",15964,"64.2","249","871"
2010,8,"Nou Barris",51,"Verdun",12300,"23.7","518","845"
2010,8,"Nou Barris",52,"la Prosperitat",26575,"59.5","447","976"
2010,8,"Nou Barris",53,"la Trinitat Nova",7871,"56.0","141","626"
2010,8,"Nou Barris",54,"Torre Baró",2167,"176.8","12","100"
2010,8,"Nou Barris",55,"Ciutat Meridiana",10843,"35.5","305","716"
2010,8,"Nou Barris",56,"Vallbona",1334,"59.8","22","197"
2010,9,"Sant Andreu",57,"la Trinitat Vella",10241,"81.0","126","815"
2010,9,"Sant Andreu",58,"Baró de Viver",2393,"23.0","104","611"
2010,9,"Sant Andreu",59,"el Bon Pastor",13730,"188.2","73","854"
2010,9,"Sant Andreu",60,"Sant Andreu",55835,"184.1","303","748"
