Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Index_Gini
2021,2,L'Eixample,6,la Sagrada Família,45,32.5
2021,2,L'Eixample,6,la Sagrada Família,46,31.9
2021,2,L'Eixample,6,la Sagrada Família,47,33.6
2021,2,L'Eixample,6,la Sagrada Família,48,37.2
2021,2,L'Eixample,6,la Sagrada Família,49,37.3
2021,2,L'Eixample,6,la Sagrada Família,50,31.9
2021,2,L'Eixample,6,la Sagrada Família,51,35.6
2021,2,L'Eixample,6,la Sagrada Família,52,34.9
2021,2,L'Eixample,6,la Sagrada Família,53,34.2
2021,2,L'Eixample,6,la Sagrada Família,54,31.5
2021,2,L'Eixample,7,la Dreta de l'Eixample,55,33
2021,2,L'Eixample,7,la Dreta de l'Eixample,56,33.9
2021,2,L'Eixample,7,la Dreta de l'Eixample,57,33
2021,2,L'Eixample,7,la Dreta de l'Eixample,58,29.9
2021,2,L'Eixample,7,la Dreta de l'Eixample,59,37.8
2021,2,L'Eixample,7,la Dreta de l'Eixample,60,32.2
2021,2,L'Eixample,7,la Dreta de l'Eixample,61,37.6
2021,2,L'Eixample,7,la Dreta de l'Eixample,62,37.9
2021,2,L'Eixample,7,la Dreta de l'Eixample,63,40.3
2021,2,L'Eixample,7,la Dreta de l'Eixample,64,35
2021,2,L'Eixample,7,la Dreta de l'Eixample,65,35.8
2021,2,L'Eixample,7,la Dreta de l'Eixample,66,30.9
2021,2,L'Eixample,7,la Dreta de l'Eixample,67,33.6
2021,2,L'Eixample,7,la Dreta de l'Eixample,68,33.3
2021,2,L'Eixample,7,la Dreta de l'Eixample,69,37.1
2021,2,L'Eixample,7,la Dreta de l'Eixample,70,36.1
2021,2,L'Eixample,7,la Dreta de l'Eixample,71,33.1
2021,2,L'Eixample,7,la Dreta de l'Eixample,72,39.7
2021,2,L'Eixample,7,la Dreta de l'Eixample,73,37.2
2021,2,L'Eixample,7,la Dreta de l'Eixample,74,40.6
2021,2,L'Eixample,7,la Dreta de l'Eixample,75,35.1
2021,2,L'Eixample,7,la Dreta de l'Eixample,76,37.3
2021,2,L'Eixample,7,la Dreta de l'Eixample,77,41.3
2021,2,L'Eixample,7,la Dreta de l'Eixample,78,40.6
2021,2,L'Eixample,7,la Dreta de l'Eixample,79,43.3
2021,2,L'Eixample,7,la Dreta de l'Eixample,80,39.8
2021,2,L'Eixample,7,la Dreta de l'Eixample,81,39.6
2021,2,L'Eixample,7,la Dreta de l'Eixample,82,37.4
2021,2,L'Eixample,7,la Dreta de l'Eixample,83,41.8
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,36.4
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,37.6
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,37.9
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,37.7
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,38
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,36.3
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,37.4
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,39.1
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,37
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,38.4
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,94,35.7
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,95,37.5
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,96,33.5
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,97,34.2
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,98,36.2
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,99,37.5
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,100,32
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,101,34.5
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,102,35.1
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,103,33.1
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,104,34.9
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,105,35.5
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,106,38.4
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,107,33.1
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,108,36.8
2021,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,109,37.1
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,110,35
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,111,35.2
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,112,31.5
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,113,34.4
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,114,31.6
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,115,36.5
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,116,32.2
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,117,32.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,118,34.1
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,119,29.2
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,120,32.7
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,121,33.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,122,32.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,123,33.4
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,124,29.5
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,125,32.1
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,126,28.6
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,127,33.3
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,128,33.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,129,33.1
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,130,28.9
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,131,34.6
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,132,31
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,133,26
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,134,33.4
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,135,32.7
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,136,32.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,137,33.1
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,138,32.7
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,139,33.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,140,32.5
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,141,33.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,142,34.7
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,143,34.4
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,144,34.6
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,145,36.1
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,146,34.9
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,147,34.4
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,148,33.8
2021,2,L'Eixample,9,la Nova Esquerra de l'Eixample,149,35.3
2021,2,L'Eixample,10,Sant Antoni,150,36.4
2021,2,L'Eixample,10,Sant Antoni,151,34.6
2021,2,L'Eixample,10,Sant Antoni,152,34
2021,2,L'Eixample,10,Sant Antoni,153,29.7
2021,2,L'Eixample,10,Sant Antoni,154,34.6
2021,2,L'Eixample,10,Sant Antoni,155,31.9
2021,2,L'Eixample,10,Sant Antoni,156,31.8
2021,2,L'Eixample,10,Sant Antoni,157,31.4
2021,2,L'Eixample,10,Sant Antoni,158,32
2021,2,L'Eixample,10,Sant Antoni,159,33.7
2021,2,L'Eixample,10,Sant Antoni,160,34.1
2021,2,L'Eixample,10,Sant Antoni,161,33.6
2021,2,L'Eixample,10,Sant Antoni,162,33.6
2021,2,L'Eixample,10,Sant Antoni,163,33.6
2021,2,L'Eixample,10,Sant Antoni,164,38.5
2021,2,L'Eixample,10,Sant Antoni,165,33.9
2021,2,L'Eixample,10,Sant Antoni,166,36.2
2021,2,L'Eixample,10,Sant Antoni,167,32.3
2021,2,L'Eixample,10,Sant Antoni,168,36.5
2021,2,L'Eixample,10,Sant Antoni,169,33.5
2021,2,L'Eixample,10,Sant Antoni,170,31.7
2021,2,L'Eixample,10,Sant Antoni,171,34.9
2021,2,L'Eixample,10,Sant Antoni,172,33.3
2021,2,L'Eixample,10,Sant Antoni,173,34.6
2021,3,Sants-Montjuïc,11,el Poble Sec,1,31.8
2021,3,Sants-Montjuïc,11,el Poble Sec,2,31.9
2021,3,Sants-Montjuïc,11,el Poble Sec,3,35.6
2021,3,Sants-Montjuïc,11,el Poble Sec,4,32.8
2021,3,Sants-Montjuïc,11,el Poble Sec,5,32
2021,3,Sants-Montjuïc,11,el Poble Sec,6,32.7
2021,3,Sants-Montjuïc,11,el Poble Sec,7,34.4
2021,3,Sants-Montjuïc,11,el Poble Sec,8,35.5
2021,3,Sants-Montjuïc,11,el Poble Sec,9,31
2021,3,Sants-Montjuïc,11,el Poble Sec,10,33.3
2021,3,Sants-Montjuïc,11,el Poble Sec,11,32.4
2021,3,Sants-Montjuïc,11,el Poble Sec,12,34.2
2021,3,Sants-Montjuïc,11,el Poble Sec,13,35.1
2021,3,Sants-Montjuïc,11,el Poble Sec,14,32.3
2021,3,Sants-Montjuïc,11,el Poble Sec,15,36.1
2021,3,Sants-Montjuïc,11,el Poble Sec,16,36
2021,3,Sants-Montjuïc,11,el Poble Sec,17,34.7
2021,3,Sants-Montjuïc,11,el Poble Sec,18,31.9
2021,3,Sants-Montjuïc,11,el Poble Sec,19,34.1
2021,3,Sants-Montjuïc,11,el Poble Sec,20,32.9
2021,3,Sants-Montjuïc,11,el Poble Sec,21,30.7
2021,3,Sants-Montjuïc,11,el Poble Sec,22,31.4
2021,3,Sants-Montjuïc,11,el Poble Sec,23,33.3
2021,3,Sants-Montjuïc,11,el Poble Sec,24,34.4
2021,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,29.2
2021,3,Sants-Montjuïc,13,la Marina de Port,26,24.8
2021,3,Sants-Montjuïc,13,la Marina de Port,27,27.7
2021,3,Sants-Montjuïc,13,la Marina de Port,28,32.7
2021,3,Sants-Montjuïc,13,la Marina de Port,29,26.5
2021,3,Sants-Montjuïc,13,la Marina de Port,30,27.2
2021,3,Sants-Montjuïc,13,la Marina de Port,31,26.9
2021,3,Sants-Montjuïc,13,la Marina de Port,32,31.2
2021,3,Sants-Montjuïc,13,la Marina de Port,33,28.4
2021,3,Sants-Montjuïc,13,la Marina de Port,34,28.6
2021,3,Sants-Montjuïc,13,la Marina de Port,35,27.7
2021,3,Sants-Montjuïc,13,la Marina de Port,36,29.2
2021,3,Sants-Montjuïc,13,la Marina de Port,37,26.3
2021,3,Sants-Montjuïc,13,la Marina de Port,38,29
2021,3,Sants-Montjuïc,13,la Marina de Port,39,30
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,40,29.1
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,41,31.3
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,42,33.4
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,43,32.5
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,44,32.9
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,45,30.3
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,46,29.2
2021,3,Sants-Montjuïc,15,Hostafrancs,47,32.7
2021,3,Sants-Montjuïc,15,Hostafrancs,48,30.7
2021,3,Sants-Montjuïc,15,Hostafrancs,49,33.9
2021,3,Sants-Montjuïc,15,Hostafrancs,50,31.4
2021,3,Sants-Montjuïc,15,Hostafrancs,51,35.8
2021,3,Sants-Montjuïc,15,Hostafrancs,52,35
2021,3,Sants-Montjuïc,15,Hostafrancs,53,34.6
2021,3,Sants-Montjuïc,15,Hostafrancs,54,31.7
2021,3,Sants-Montjuïc,15,Hostafrancs,55,32.1
2021,3,Sants-Montjuïc,15,Hostafrancs,56,30.1
2021,3,Sants-Montjuïc,16,la Bordeta,57,30.2
2021,3,Sants-Montjuïc,16,la Bordeta,58,30
2021,3,Sants-Montjuïc,16,la Bordeta,59,28.3
2021,3,Sants-Montjuïc,16,la Bordeta,60,28.6
2021,3,Sants-Montjuïc,16,la Bordeta,61,27.5
2021,3,Sants-Montjuïc,16,la Bordeta,62,27.1
2021,3,Sants-Montjuïc,16,la Bordeta,63,30
2021,3,Sants-Montjuïc,16,la Bordeta,64,27.3
2021,3,Sants-Montjuïc,16,la Bordeta,65,27.1
2021,3,Sants-Montjuïc,16,la Bordeta,66,29.7
2021,3,Sants-Montjuïc,16,la Bordeta,67,28.6
2021,3,Sants-Montjuïc,16,la Bordeta,68,28.7
2021,3,Sants-Montjuïc,16,la Bordeta,69,28.7
2021,3,Sants-Montjuïc,17,Sants-Badal,70,28.9
2021,3,Sants-Montjuïc,17,Sants-Badal,71,29.8
2021,3,Sants-Montjuïc,17,Sants-Badal,72,31.5
2021,3,Sants-Montjuïc,17,Sants-Badal,73,32.2
2021,3,Sants-Montjuïc,17,Sants-Badal,74,31.4
2021,3,Sants-Montjuïc,17,Sants-Badal,75,34.4
2021,3,Sants-Montjuïc,17,Sants-Badal,76,27.9
2021,3,Sants-Montjuïc,17,Sants-Badal,77,29.6
2021,3,Sants-Montjuïc,17,Sants-Badal,78,33.4
2021,3,Sants-Montjuïc,17,Sants-Badal,79,33.6
2021,3,Sants-Montjuïc,17,Sants-Badal,80,32.7
2021,3,Sants-Montjuïc,17,Sants-Badal,81,32
2021,3,Sants-Montjuïc,17,Sants-Badal,82,33
2021,3,Sants-Montjuïc,17,Sants-Badal,83,33
2021,3,Sants-Montjuïc,17,Sants-Badal,84,28.3
2021,3,Sants-Montjuïc,17,Sants-Badal,85,33.9
2021,3,Sants-Montjuïc,18,Sants,86,28.2
2021,3,Sants-Montjuïc,18,Sants,87,31.9
2021,3,Sants-Montjuïc,18,Sants,88,29.7
2021,3,Sants-Montjuïc,18,Sants,89,27.3
2021,3,Sants-Montjuïc,18,Sants,90,32
2021,3,Sants-Montjuïc,18,Sants,91,34.5
2021,3,Sants-Montjuïc,18,Sants,92,32.6
2021,3,Sants-Montjuïc,18,Sants,93,31.7
2021,3,Sants-Montjuïc,18,Sants,94,29.5
2021,3,Sants-Montjuïc,18,Sants,95,33.3
2021,3,Sants-Montjuïc,18,Sants,96,34.3
2021,3,Sants-Montjuïc,18,Sants,97,33.6
2021,3,Sants-Montjuïc,18,Sants,98,32.6
2021,3,Sants-Montjuïc,18,Sants,99,32.7
2021,3,Sants-Montjuïc,18,Sants,100,33.1
2021,3,Sants-Montjuïc,18,Sants,101,29.7
2021,3,Sants-Montjuïc,18,Sants,102,32.7
2021,3,Sants-Montjuïc,18,Sants,103,28.8
2021,3,Sants-Montjuïc,18,Sants,104,32.5
2021,3,Sants-Montjuïc,18,Sants,105,30.2
2021,3,Sants-Montjuïc,18,Sants,106,34
2021,3,Sants-Montjuïc,18,Sants,107,31.9
2021,3,Sants-Montjuïc,18,Sants,108,32
2021,3,Sants-Montjuïc,18,Sants,109,29.9
2021,3,Sants-Montjuïc,18,Sants,110,32.6
2021,3,Sants-Montjuïc,18,Sants,111,31.2
2021,3,Sants-Montjuïc,18,Sants,112,31.3
2021,3,Sants-Montjuïc,18,Sants,113,34.1
2021,3,Sants-Montjuïc,18,Sants,114,32.5
2021,3,Sants-Montjuïc,13,la Marina de Port,211,29.3
2021,3,Sants-Montjuïc,13,la Marina de Port,212,28.9
2021,3,Sants-Montjuïc,13,la Marina de Port,213,29
2021,4,Les Corts,19,les Corts,1,36.2
2021,4,Les Corts,19,les Corts,2,31.9
2021,4,Les Corts,19,les Corts,3,31.8
2021,4,Les Corts,19,les Corts,4,30.6
2021,4,Les Corts,19,les Corts,5,31
2021,4,Les Corts,19,les Corts,6,30.5
2021,4,Les Corts,19,les Corts,7,32.8
2021,4,Les Corts,19,les Corts,8,33.5
2021,4,Les Corts,19,les Corts,9,32
2021,4,Les Corts,19,les Corts,10,31.8
2021,4,Les Corts,19,les Corts,11,29.6
2021,4,Les Corts,19,les Corts,12,26.2
2021,4,Les Corts,19,les Corts,13,32.1
2021,4,Les Corts,19,les Corts,14,41.7
2021,4,Les Corts,19,les Corts,15,28.7
2021,4,Les Corts,19,les Corts,16,34.2
2021,4,Les Corts,19,les Corts,17,31.9
2021,4,Les Corts,19,les Corts,18,35.5
2021,4,Les Corts,19,les Corts,19,39.1
2021,4,Les Corts,19,les Corts,20,35.1
2021,4,Les Corts,19,les Corts,21,36.8
2021,4,Les Corts,19,les Corts,22,34.8
2021,4,Les Corts,19,les Corts,23,39.2
2021,4,Les Corts,19,les Corts,24,36.2
2021,4,Les Corts,19,les Corts,25,33
2021,4,Les Corts,19,les Corts,26,32.2
2021,4,Les Corts,19,les Corts,27,37.1
2021,4,Les Corts,19,les Corts,28,30.8
2021,4,Les Corts,19,les Corts,29,31.7
2021,4,Les Corts,19,les Corts,30,30.5
2021,4,Les Corts,19,les Corts,31,33.6
2021,4,Les Corts,19,les Corts,32,27.9
2021,4,Les Corts,19,les Corts,33,30.1
2021,4,Les Corts,19,les Corts,34,26.4
2021,4,Les Corts,19,les Corts,35,28.7
2021,4,Les Corts,20,la Maternitat i Sant Ramon,36,33.6
2021,4,Les Corts,20,la Maternitat i Sant Ramon,37,31.1
2021,4,Les Corts,20,la Maternitat i Sant Ramon,38,31.4
2021,4,Les Corts,20,la Maternitat i Sant Ramon,39,31.1
2021,4,Les Corts,20,la Maternitat i Sant Ramon,40,33.2
2021,4,Les Corts,20,la Maternitat i Sant Ramon,41,32.2
2021,4,Les Corts,20,la Maternitat i Sant Ramon,42,30.8
2021,4,Les Corts,20,la Maternitat i Sant Ramon,43,29.5
2021,4,Les Corts,20,la Maternitat i Sant Ramon,44,29.8
2021,4,Les Corts,20,la Maternitat i Sant Ramon,45,28.2
2021,4,Les Corts,20,la Maternitat i Sant Ramon,46,30.4
2021,4,Les Corts,20,la Maternitat i Sant Ramon,47,31.7
2021,4,Les Corts,20,la Maternitat i Sant Ramon,48,28.7
2021,4,Les Corts,20,la Maternitat i Sant Ramon,49,34.1
2021,4,Les Corts,21,Pedralbes,50,41.9
2021,4,Les Corts,21,Pedralbes,51,35.7
2021,4,Les Corts,21,Pedralbes,52,37.4
2021,4,Les Corts,21,Pedralbes,53,38.6
2021,4,Les Corts,21,Pedralbes,54,40.7
2021,4,Les Corts,21,Pedralbes,55,43.3
2021,4,Les Corts,21,Pedralbes,56,43.3
2021,4,Les Corts,20,la Maternitat i Sant Ramon,84,32.4
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,31.6
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,38.9
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,38.4
2021,5,Sarrià-Sant Gervasi,23,Sarrià,4,43.3
2021,5,Sarrià-Sant Gervasi,23,Sarrià,5,43.3
2021,5,Sarrià-Sant Gervasi,23,Sarrià,6,43.3
2021,5,Sarrià-Sant Gervasi,23,Sarrià,7,40.1
2021,5,Sarrià-Sant Gervasi,23,Sarrià,8,42.7
2021,5,Sarrià-Sant Gervasi,23,Sarrià,9,37.1
2021,5,Sarrià-Sant Gervasi,23,Sarrià,10,35.8
2021,5,Sarrià-Sant Gervasi,23,Sarrià,11,38.7
2021,5,Sarrià-Sant Gervasi,23,Sarrià,12,35.3
2021,5,Sarrià-Sant Gervasi,23,Sarrià,13,35.4
2021,5,Sarrià-Sant Gervasi,23,Sarrià,14,37
2021,5,Sarrià-Sant Gervasi,23,Sarrià,15,36.3
2021,5,Sarrià-Sant Gervasi,23,Sarrià,16,36.7
2021,5,Sarrià-Sant Gervasi,23,Sarrià,17,39.3
2021,5,Sarrià-Sant Gervasi,23,Sarrià,18,34.1
2021,5,Sarrià-Sant Gervasi,23,Sarrià,19,34.5
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,39.1
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,43.3
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,40.1
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,35.8
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,39.8
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,41.1
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,40.7
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,41.7
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,35.2
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,41.3
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,38.6
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,31,43.3
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,32,43.3
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,33,39.6
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,34,39.8
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,35,39.9
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,36,36.1
